PrivacyPrefID,UserID,OptInMarketing,OptInDataSharing
PRV2106,USR395,True,False
PRV2107,USR9909,False,True
PRV2108,USR3812,False,False
PRV2109,USR1454,False,True
PRV2110,USR1087,False,True
PRV2111,USR1743,True,False
PRV2112,USR7871,False,False
PRV2113,USR8032,False,False
PRV2114,USR9637,False,False
PRV2115,USR2416,True,True
PRV2116,USR699,False,False
PRV2117,USR9647,False,True
PRV2118,USR3547,False,True
PRV2119,USR6984,False,False
PRV2120,USR3427,True,False
PRV2121,USR5664,False,False
PRV2122,USR6168,False,False
PRV2123,USR5866,False,True
PRV2124,USR5050,False,True
PRV2125,USR110,False,False
PRV2126,USR1816,True,True
PRV2127,USR9034,True,True
PRV2128,USR4093,False,True
PRV2129,USR7640,False,True
PRV2130,USR3930,False,True
PRV2131,USR831,False,True
PRV2132,USR5720,True,False
PRV2133,USR3996,True,False
PRV2134,USR1876,True,False
PRV2135,USR2496,True,False
PRV2136,USR5797,False,True
PRV2137,USR7020,False,False
PRV2138,USR2790,False,False
PRV2139,USR4163,True,True
PRV2140,USR6636,True,True
PRV2141,USR6932,True,True
PRV2142,USR992,True,True
PRV2143,USR5372,False,False
PRV2144,USR2709,False,False
PRV2145,USR4486,True,False
PRV2146,USR2908,False,True
PRV2147,USR3174,False,True
PRV2148,USR9213,False,True
PRV2149,USR5837,False,False
PRV2150,USR1037,True,False
PRV2151,USR9046,False,True
PRV2152,USR6545,True,False
PRV2153,USR2975,False,True
PRV2154,USR8235,True,True
PRV2155,USR7659,True,False
PRV2156,USR2675,True,False
PRV2157,USR1522,False,True
PRV2158,USR1186,True,True
PRV2159,USR3569,True,True
PRV2160,USR1884,True,True
PRV2161,USR8803,True,True
PRV2162,USR3305,False,False
PRV2163,USR6888,False,False
PRV2164,USR2833,False,True
PRV2165,USR6940,False,False
PRV2166,USR8060,True,False
PRV2167,USR9998,False,False
PRV2168,USR8410,True,True
PRV2169,USR2167,False,True
PRV2170,USR8508,True,True
PRV2171,USR4871,True,False
PRV2172,USR6930,False,True
PRV2173,USR6465,True,False
PRV2174,USR3254,False,True
PRV2175,USR9422,True,False
PRV2176,USR9766,False,True
PRV2177,USR4713,True,True
PRV2178,USR7942,False,False
PRV2179,USR1967,True,True
PRV2180,USR7311,True,True
PRV2181,USR3974,True,False
PRV2182,USR8272,False,True
PRV2183,USR1497,True,False
PRV2184,USR2609,False,True
PRV2185,USR7458,True,True
PRV2186,USR7784,True,True
PRV2187,USR3702,True,False
PRV2188,USR3203,True,False
PRV2189,USR8164,False,True
PRV2190,USR9089,False,True
PRV2191,USR9469,True,False
PRV2192,USR229,True,True
PRV2193,USR2218,True,False
PRV2194,USR6255,True,True
PRV2195,USR9960,False,False
PRV2196,USR1459,True,False
PRV2197,USR6133,True,False
PRV2198,USR9386,True,True
PRV2199,USR3512,True,True
PRV2200,USR2005,False,True
PRV2201,USR4372,False,True
PRV2202,USR8021,True,True
PRV2203,USR9039,True,False
PRV2204,USR566,True,True
PRV2205,USR3443,True,False
PRV2206,USR3064,False,True
PRV2207,USR7367,True,True
PRV2208,USR141,True,True
PRV2209,USR7087,True,False
PRV2210,USR1078,True,False
PRV2211,USR7928,True,True
PRV2212,USR1293,True,True
PRV2213,USR1105,True,True
PRV2214,USR1383,False,True
PRV2215,USR5309,True,True
PRV2216,USR9906,True,False
PRV2217,USR9657,True,True
PRV2218,USR5430,False,False
PRV2219,USR791,True,True
PRV2220,USR4119,True,True
PRV2221,USR5500,True,False
PRV2222,USR4969,False,False
PRV2223,USR2778,False,True
PRV2224,USR9834,True,True
PRV2225,USR9423,False,False
PRV2226,USR7331,True,True
PRV2227,USR2972,True,False
PRV2228,USR3515,True,False
PRV2229,USR5144,True,True
PRV2230,USR4491,False,True
PRV2231,USR5099,True,True
PRV2232,USR9657,True,False
PRV2233,USR5461,False,True
PRV2234,USR5241,True,False
PRV2235,USR8839,True,False
PRV2236,USR5790,True,False
PRV2237,USR4109,True,True
PRV2238,USR1284,True,False
PRV2239,USR4475,False,False
PRV2240,USR5351,True,False
PRV2241,USR8354,True,False
PRV2242,USR8953,True,True
PRV2243,USR5014,False,False
PRV2244,USR9010,True,True
PRV2245,USR5180,True,False
PRV2246,USR7716,False,False
PRV2247,USR3690,False,True
PRV2248,USR775,True,True
PRV2249,USR6265,False,False
PRV2250,USR5997,False,True
PRV2251,USR229,True,False
PRV2252,USR7974,False,True
PRV2253,USR6572,True,False
PRV2254,USR5641,False,False
PRV2255,USR4179,True,False
PRV2256,USR363,False,False
PRV2257,USR1757,True,True
PRV2258,USR9492,False,True
PRV2259,USR6978,True,False
PRV2260,USR5348,False,False
PRV2261,USR1918,False,True
PRV2262,USR1344,False,True
PRV2263,USR1680,True,True
PRV2264,USR9691,False,False
PRV2265,USR4089,False,False
PRV2266,USR2930,True,True
PRV2267,USR6333,True,True
PRV2268,USR265,True,False
PRV2269,USR8481,True,True
PRV2270,USR2319,False,False
PRV2271,USR3913,False,True
PRV2272,USR7621,False,False
PRV2273,USR7013,False,False
PRV2274,USR9086,False,False
PRV2275,USR6460,False,True
PRV2276,USR5425,True,False
PRV2277,USR8681,False,False
PRV2278,USR7827,True,True
PRV2279,USR2603,False,False
PRV2280,USR2760,True,False
PRV2281,USR8554,True,True
PRV2282,USR8094,False,False
PRV2283,USR1711,True,False
PRV2284,USR4026,True,False
PRV2285,USR8261,True,False
PRV2286,USR3120,True,False
PRV2287,USR7679,True,False
PRV2288,USR6616,False,False
PRV2289,USR1905,False,True
PRV2290,USR6830,False,True
PRV2291,USR5187,False,False
PRV2292,USR5512,True,False
PRV2293,USR7083,True,True
PRV2294,USR4007,True,True
PRV2295,USR4868,True,True
PRV2296,USR9413,True,False
PRV2297,USR2804,False,True
PRV2298,USR4064,True,False
PRV2299,USR121,True,True
PRV2300,USR9224,False,True
PRV2301,USR5932,False,True
PRV2302,USR2702,True,False
PRV2303,USR8562,False,True
PRV2304,USR5576,True,False
PRV2305,USR228,False,False
PRV2306,USR1519,True,True
PRV2307,USR7067,True,True
PRV2308,USR9956,True,False
PRV2309,USR8270,True,False
PRV2310,USR7578,False,False
PRV2311,USR2090,True,True
PRV2312,USR9443,True,True
PRV2313,USR8288,True,True
PRV2314,USR2790,True,False
PRV2315,USR1692,False,True
PRV2316,USR6926,False,True
PRV2317,USR1183,False,False
PRV2318,USR7672,True,False
PRV2319,USR7968,False,False
PRV2320,USR6526,True,True
PRV2321,USR3268,False,True
PRV2322,USR5142,False,True
PRV2323,USR1424,True,True
PRV2324,USR3169,True,False
PRV2325,USR7845,True,True
PRV2326,USR7651,False,True
PRV2327,USR4772,True,False
PRV2328,USR6176,False,False
PRV2329,USR4422,True,False
PRV2330,USR6195,False,True
PRV2331,USR7677,True,True
PRV2332,USR2692,False,True
PRV2333,USR4841,False,True
PRV2334,USR9973,False,True
PRV2335,USR9432,True,True
PRV2336,USR3166,False,True
PRV2337,USR1630,True,True
PRV2338,USR3447,False,False
PRV2339,USR7153,True,False
PRV2340,USR9493,False,True
PRV2341,USR4009,True,False
PRV2342,USR6226,False,False
PRV2343,USR7412,False,False
PRV2344,USR9544,False,False
PRV2345,USR2545,True,False
PRV2346,USR8429,False,False
PRV2347,USR4636,True,True
PRV2348,USR5372,True,True
PRV2349,USR8134,True,False
PRV2350,USR6919,False,True
PRV2351,USR3439,True,True
PRV2352,USR8986,True,True
PRV2353,USR888,False,True
PRV2354,USR6902,True,False
PRV2355,USR957,False,True
PRV2356,USR1970,True,False
PRV2357,USR7488,True,True
PRV2358,USR28,False,True
PRV2359,USR4408,True,False
PRV2360,USR640,False,False
PRV2361,USR3604,True,False
PRV2362,USR6002,True,True
PRV2363,USR2797,False,True
PRV2364,USR9078,False,False
PRV2365,USR9136,True,False
PRV2366,USR4747,True,True
PRV2367,USR4521,True,True
PRV2368,USR5477,False,False
PRV2369,USR9058,True,False
PRV2370,USR2164,True,True
PRV2371,USR943,True,True
PRV2372,USR9283,True,False
PRV2373,USR9379,False,False
PRV2374,USR6173,False,True
PRV2375,USR1673,True,True
PRV2376,USR3157,True,True
PRV2377,USR613,False,False
PRV2378,USR2469,True,True
PRV2379,USR2440,False,True
PRV2380,USR6305,False,False
PRV2381,USR5642,False,True
PRV2382,USR398,False,True
PRV2383,USR6595,True,True
PRV2384,USR8080,True,False
PRV2385,USR5091,False,False
PRV2386,USR5373,False,True
PRV2387,USR1629,False,True
PRV2388,USR6845,True,False
PRV2389,USR4840,False,True
PRV2390,USR1811,True,False
PRV2391,USR924,True,True
PRV2392,USR2995,True,False
PRV2393,USR4077,False,True
PRV2394,USR1857,False,True
PRV2395,USR7415,True,True
PRV2396,USR5326,True,False
PRV2397,USR971,True,True
PRV2398,USR9587,True,False
PRV2399,USR7808,True,False
PRV2400,USR4805,True,False
PRV2401,USR569,False,False
PRV2402,USR4835,True,False
PRV2403,USR1045,True,True
PRV2404,USR2675,True,False
PRV2405,USR790,False,True
PRV2406,USR5316,False,True
PRV2407,USR1163,True,True
PRV2408,USR3309,True,False
PRV2409,USR5058,False,True
PRV2410,USR174,False,False
PRV2411,USR6617,False,False
PRV2412,USR9380,True,True
PRV2413,USR6489,False,False
PRV2414,USR7296,True,False
PRV2415,USR8867,True,False
PRV2416,USR5196,False,False
PRV2417,USR4241,True,False
PRV2418,USR9894,False,False
PRV2419,USR9366,True,True
PRV2420,USR2116,True,True
PRV2421,USR6211,False,False
PRV2422,USR9729,False,True
PRV2423,USR4565,True,False
PRV2424,USR6446,False,False
PRV2425,USR9940,False,True
PRV2426,USR6872,False,False
PRV2427,USR6774,False,True
PRV2428,USR5197,True,False
PRV2429,USR7898,True,False
PRV2430,USR7260,True,True
PRV2431,USR9292,True,False
PRV2432,USR9710,False,True
PRV2433,USR9181,True,False
PRV2434,USR3008,False,False
PRV2435,USR600,True,True
PRV2436,USR1899,True,True
PRV2437,USR3391,False,True
PRV2438,USR963,False,True
PRV2439,USR538,False,True
PRV2440,USR1274,True,True
PRV2441,USR9495,False,False
PRV2442,USR9092,True,False
PRV2443,USR6792,True,True
PRV2444,USR2895,True,True
PRV2445,USR9739,False,True
PRV2446,USR9105,True,True
PRV2447,USR5374,True,True
PRV2448,USR3662,False,True
PRV2449,USR5375,True,True
PRV2450,USR7548,True,True
PRV2451,USR7879,True,False
PRV2452,USR3555,False,True
PRV2453,USR9798,True,False
PRV2454,USR3623,True,True
PRV2455,USR1720,True,True
PRV2456,USR8875,True,True
PRV2457,USR562,True,True
PRV2458,USR6606,True,True
PRV2459,USR1269,False,False
PRV2460,USR4010,False,False
PRV2461,USR2305,False,False
PRV2462,USR4608,False,True
PRV2463,USR2601,True,False
PRV2464,USR2989,False,False
PRV2465,USR2262,False,False
PRV2466,USR8869,False,False
PRV2467,USR6115,False,False
PRV2468,USR2222,False,True
PRV2469,USR1035,False,True
PRV2470,USR2933,False,False
PRV2471,USR8124,False,False
PRV2472,USR4931,False,False
PRV2473,USR8581,False,False
PRV2474,USR4897,True,True
PRV2475,USR4095,False,False
PRV2476,USR2980,True,True
PRV2477,USR978,True,True
PRV2478,USR3962,True,True
PRV2479,USR2906,True,True
PRV2480,USR6447,False,False
PRV2481,USR5180,True,True
PRV2482,USR9329,False,True
PRV2483,USR5503,True,False
PRV2484,USR2790,True,True
PRV2485,USR8720,True,False
PRV2486,USR8543,True,False
PRV2487,USR474,False,True
PRV2488,USR7683,False,True
PRV2489,USR2474,False,True
PRV2490,USR64,False,False
PRV2491,USR373,True,True
PRV2492,USR660,False,False
PRV2493,USR9977,True,True
PRV2494,USR5050,True,False
PRV2495,USR7194,True,True
PRV2496,USR8797,True,False
PRV2497,USR1356,False,True
PRV2498,USR9816,True,True
PRV2499,USR4573,False,True
PRV2500,USR3260,True,True
PRV2501,USR9602,False,True
PRV2502,USR5816,False,True
PRV2503,USR1824,True,True
PRV2504,USR6660,True,True
PRV2505,USR4973,False,True
PRV2506,USR6913,True,False
PRV2507,USR2447,True,False
PRV2508,USR9365,False,False
PRV2509,USR6107,False,False
PRV2510,USR90,True,False
PRV2511,USR8665,True,False
PRV2512,USR4358,False,False
PRV2513,USR6842,True,True
PRV2514,USR7104,True,False
PRV2515,USR7028,False,True
PRV2516,USR2729,True,False
PRV2517,USR6496,False,False
PRV2518,USR9827,True,True
PRV2519,USR5616,True,True
PRV2520,USR2113,True,True
PRV2521,USR8152,False,False
PRV2522,USR2781,False,True
PRV2523,USR1549,True,False
PRV2524,USR7215,True,False
PRV2525,USR8676,True,False
PRV2526,USR4817,True,False
PRV2527,USR6899,False,True
PRV2528,USR4166,True,False
PRV2529,USR6879,True,False
PRV2530,USR6666,True,True
PRV2531,USR7032,True,False
PRV2532,USR7295,False,True
PRV2533,USR6102,True,True
PRV2534,USR6595,True,True
PRV2535,USR688,True,True
PRV2536,USR3519,False,True
PRV2537,USR1567,True,True
PRV2538,USR5711,True,True
PRV2539,USR7417,False,False
PRV2540,USR6322,False,False
PRV2541,USR4529,True,True
PRV2542,USR9895,False,True
PRV2543,USR2286,True,False
PRV2544,USR5824,True,True
PRV2545,USR723,False,False
PRV2546,USR5817,True,False
PRV2547,USR7722,True,True
PRV2548,USR708,True,False
PRV2549,USR5849,False,True
PRV2550,USR7426,True,True
PRV2551,USR9460,True,False
PRV2552,USR406,True,False
PRV2553,USR39,False,True
PRV2554,USR7185,False,True
PRV2555,USR6448,False,False
PRV2556,USR6198,False,False
PRV2557,USR974,True,False
PRV2558,USR2205,True,False
PRV2559,USR1029,True,True
PRV2560,USR2770,True,True
PRV2561,USR6690,False,True
PRV2562,USR4051,False,False
PRV2563,USR2150,False,True
PRV2564,USR473,True,False
PRV2565,USR2005,False,False
PRV2566,USR4334,True,True
PRV2567,USR156,True,True
PRV2568,USR7339,True,False
PRV2569,USR3902,True,True
PRV2570,USR664,True,True
PRV2571,USR3326,True,True
PRV2572,USR2625,False,False
PRV2573,USR4963,True,True
PRV2574,USR2886,True,False
PRV2575,USR5492,True,True
PRV2576,USR6507,True,False
PRV2577,USR6225,True,False
PRV2578,USR4119,True,True
PRV2579,USR9894,False,False
PRV2580,USR2,False,False
PRV2581,USR8527,True,False
PRV2582,USR1478,False,True
PRV2583,USR5167,False,False
PRV2584,USR3759,False,False
PRV2585,USR6763,False,True
PRV2586,USR8037,True,True
PRV2587,USR9491,False,True
PRV2588,USR9203,False,False
PRV2589,USR8492,False,False
PRV2590,USR5877,True,True
PRV2591,USR2422,True,True
PRV2592,USR5117,True,True
PRV2593,USR3148,False,True
PRV2594,USR4362,False,True
PRV2595,USR8696,False,True
PRV2596,USR4754,False,True
PRV2597,USR4927,True,True
PRV2598,USR9946,True,False
PRV2599,USR8113,False,False
PRV2600,USR8074,False,True
PRV2601,USR1655,False,True
PRV2602,USR7531,False,False
PRV2603,USR355,False,True
PRV2604,USR9755,False,True
PRV2605,USR860,True,False
PRV2606,USR2109,False,True
PRV2607,USR2211,False,True
PRV2608,USR9914,True,True
PRV2609,USR228,True,True
PRV2610,USR1181,True,False
PRV2611,USR5676,True,False
PRV2612,USR7037,False,True
PRV2613,USR6702,False,True
PRV2614,USR4769,False,False
PRV2615,USR8541,False,True
PRV2616,USR3252,True,False
PRV2617,USR9104,False,False
PRV2618,USR5650,False,False
PRV2619,USR773,False,False
PRV2620,USR8324,False,False
PRV2621,USR4919,False,False
PRV2622,USR4720,True,False
PRV2623,USR562,False,True
PRV2624,USR7122,False,True
PRV2625,USR6583,True,True
PRV2626,USR9368,True,True
PRV2627,USR4652,True,True
PRV2628,USR5535,True,True
PRV2629,USR5409,True,True
PRV2630,USR3350,True,True
PRV2631,USR1472,False,True
PRV2632,USR695,False,True
PRV2633,USR1272,False,False
PRV2634,USR4598,True,True
PRV2635,USR3908,True,True
PRV2636,USR6544,False,False
PRV2637,USR4931,True,True
PRV2638,USR2296,True,True
PRV2639,USR3026,True,True
PRV2640,USR4803,True,False
PRV2641,USR1516,False,True
PRV2642,USR8584,True,False
PRV2643,USR2827,True,True
PRV2644,USR5263,False,False
PRV2645,USR4449,False,False
PRV2646,USR822,False,False
PRV2647,USR6373,True,False
PRV2648,USR9017,False,True
PRV2649,USR4357,True,False
PRV2650,USR7866,True,True
PRV2651,USR4759,False,False
PRV2652,USR8013,False,False
PRV2653,USR6574,True,False
PRV2654,USR6831,False,False
PRV2655,USR474,False,True
PRV2656,USR2968,False,True
PRV2657,USR8675,True,True
PRV2658,USR4884,True,True
PRV2659,USR8166,True,False
PRV2660,USR97,True,True
PRV2661,USR7855,True,True
PRV2662,USR8757,False,False
PRV2663,USR6131,True,False
PRV2664,USR47,False,True
PRV2665,USR9115,True,True
PRV2666,USR3972,False,False
PRV2667,USR4044,False,False
PRV2668,USR6665,False,False
PRV2669,USR3773,False,True
PRV2670,USR8133,False,True
PRV2671,USR9427,True,True
PRV2672,USR8481,False,False
PRV2673,USR3269,True,False
PRV2674,USR7042,True,True
PRV2675,USR6553,False,True
PRV2676,USR6822,True,False
PRV2677,USR1803,False,True
PRV2678,USR8764,True,True
PRV2679,USR7514,False,False
PRV2680,USR8950,False,False
PRV2681,USR3635,True,False
PRV2682,USR2915,False,False
PRV2683,USR5448,False,False
PRV2684,USR803,False,False
PRV2685,USR5361,True,True
PRV2686,USR8599,False,True
PRV2687,USR9887,True,True
PRV2688,USR749,False,True
PRV2689,USR7064,True,True
PRV2690,USR6760,False,True
PRV2691,USR4249,True,False
PRV2692,USR4712,False,True
PRV2693,USR7285,False,True
PRV2694,USR3588,False,False
PRV2695,USR5943,True,False
PRV2696,USR6104,False,True
PRV2697,USR7486,True,True
PRV2698,USR7164,True,True
PRV2699,USR8619,True,True
PRV2700,USR516,False,True
PRV2701,USR1314,False,False
PRV2702,USR7647,True,True
PRV2703,USR418,True,False
PRV2704,USR8337,True,False
PRV2705,USR7358,True,True
PRV2706,USR4407,False,False
PRV2707,USR2213,True,False
PRV2708,USR877,True,False
PRV2709,USR2614,False,False
PRV2710,USR5302,False,False
PRV2711,USR2353,False,False
PRV2712,USR2127,True,False
PRV2713,USR1931,False,True
PRV2714,USR7756,False,False
PRV2715,USR7927,False,False
PRV2716,USR2520,False,False
PRV2717,USR9129,True,True
PRV2718,USR9044,True,True
PRV2719,USR4451,False,False
PRV2720,USR5011,True,False
PRV2721,USR9639,False,True
PRV2722,USR3552,False,True
PRV2723,USR7216,True,True
PRV2724,USR4721,True,True
PRV2725,USR9612,False,True
PRV2726,USR3630,True,True
PRV2727,USR7299,True,True
PRV2728,USR4020,False,True
PRV2729,USR7717,False,True
PRV2730,USR7015,True,True
PRV2731,USR1013,True,False
PRV2732,USR8926,True,False
PRV2733,USR5177,False,True
PRV2734,USR5584,False,False
PRV2735,USR6779,False,False
PRV2736,USR8879,False,False
PRV2737,USR2066,False,False
PRV2738,USR9469,True,True
PRV2739,USR7112,True,False
PRV2740,USR4804,True,False
PRV2741,USR4636,True,False
PRV2742,USR3226,False,True
PRV2743,USR3168,False,False
PRV2744,USR919,True,False
PRV2745,USR3991,False,True
PRV2746,USR6196,True,True
PRV2747,USR2725,False,False
PRV2748,USR399,True,True
PRV2749,USR5300,True,False
PRV2750,USR8401,True,True
PRV2751,USR8300,False,True
PRV2752,USR9811,True,False
PRV2753,USR9049,True,True
PRV2754,USR3921,False,False
PRV2755,USR5522,False,True
PRV2756,USR5232,True,False
PRV2757,USR6909,True,False
PRV2758,USR836,False,True
PRV2759,USR8130,False,True
PRV2760,USR3094,False,False
PRV2761,USR7712,True,True
PRV2762,USR1201,False,False
PRV2763,USR4461,False,True
PRV2764,USR9579,False,False
PRV2765,USR6754,True,False
PRV2766,USR6950,True,False
PRV2767,USR317,False,True
PRV2768,USR8083,True,True
PRV2769,USR6859,False,False
PRV2770,USR8327,True,False
PRV2771,USR982,True,False
PRV2772,USR516,True,True
PRV2773,USR3613,False,True
PRV2774,USR9240,True,False
PRV2775,USR6355,True,True
PRV2776,USR1040,False,True
PRV2777,USR4622,False,True
PRV2778,USR2378,True,True
PRV2779,USR1375,True,True
PRV2780,USR5515,True,False
PRV2781,USR972,True,True
PRV2782,USR5436,True,True
PRV2783,USR6282,False,True
PRV2784,USR6179,False,True
PRV2785,USR27,False,False
PRV2786,USR4656,False,False
PRV2787,USR5337,True,False
PRV2788,USR3091,True,True
PRV2789,USR3504,False,False
PRV2790,USR5188,False,False
PRV2791,USR5212,False,True
PRV2792,USR9584,False,True
PRV2793,USR4763,False,True
PRV2794,USR2178,True,True
PRV2795,USR8173,True,False
PRV2796,USR8093,False,False
PRV2797,USR5289,False,False
PRV2798,USR3531,True,True
PRV2799,USR8194,True,True
PRV2800,USR1964,True,True
PRV2801,USR2160,True,True
PRV2802,USR8918,True,True
PRV2803,USR4880,False,False
PRV2804,USR8560,True,False
PRV2805,USR2454,True,False
PRV2806,USR453,False,False
PRV2807,USR322,True,True
PRV2808,USR8300,False,True
PRV2809,USR9209,True,False
PRV2810,USR3342,False,True
PRV2811,USR5213,True,True
PRV2812,USR5700,False,False
PRV2813,USR879,False,False
PRV2814,USR5696,False,True
PRV2815,USR4689,False,False
PRV2816,USR165,True,False
PRV2817,USR2496,True,False
PRV2818,USR5401,True,True
PRV2819,USR1892,True,True
PRV2820,USR3974,False,False
PRV2821,USR2512,True,False
PRV2822,USR9026,True,True
PRV2823,USR8534,False,False
PRV2824,USR3808,True,True
PRV2825,USR2980,True,True
PRV2826,USR8395,False,True
PRV2827,USR4605,False,False
PRV2828,USR6024,False,True
PRV2829,USR1539,True,True
PRV2830,USR8882,True,True
PRV2831,USR1550,False,True
PRV2832,USR9683,False,True
PRV2833,USR5734,False,True
PRV2834,USR7397,False,True
PRV2835,USR4647,False,True
PRV2836,USR6306,True,True
PRV2837,USR6713,False,True
PRV2838,USR6718,True,True
PRV2839,USR7067,True,False
PRV2840,USR6911,False,False
PRV2841,USR3411,False,True
PRV2842,USR5941,False,True
PRV2843,USR850,True,True
PRV2844,USR6933,False,True
PRV2845,USR7200,True,True
PRV2846,USR5752,False,True
PRV2847,USR6273,True,False
PRV2848,USR4477,False,False
PRV2849,USR3446,True,True
PRV2850,USR9667,False,False
PRV2851,USR4554,True,True
PRV2852,USR4209,False,False
PRV2853,USR561,False,False
PRV2854,USR6821,False,True
PRV2855,USR8756,True,True
PRV2856,USR8051,True,False
PRV2857,USR3095,True,True
PRV2858,USR5054,True,False
PRV2859,USR3976,True,False
PRV2860,USR7139,True,False
PRV2861,USR9344,True,True
PRV2862,USR5411,True,False
PRV2863,USR7878,True,True
PRV2864,USR4304,False,False
PRV2865,USR1086,True,False
PRV2866,USR6509,True,False
PRV2867,USR6998,True,True
PRV2868,USR30,False,False
PRV2869,USR4173,True,True
PRV2870,USR8996,False,True
PRV2871,USR4128,True,True
PRV2872,USR9507,False,True
PRV2873,USR8645,False,False
PRV2874,USR1951,True,True
PRV2875,USR5451,False,False
PRV2876,USR1825,True,False
PRV2877,USR8010,False,False
PRV2878,USR5419,True,False
PRV2879,USR5778,False,True
PRV2880,USR7596,False,True
PRV2881,USR6631,True,True
PRV2882,USR8109,False,False
PRV2883,USR1482,True,False
PRV2884,USR8018,False,False
PRV2885,USR5308,True,True
PRV2886,USR5349,False,False
PRV2887,USR8526,False,False
PRV2888,USR58,True,True
PRV2889,USR1236,False,False
PRV2890,USR7648,False,False
PRV2891,USR4001,False,False
PRV2892,USR847,False,True
PRV2893,USR814,True,False
PRV2894,USR4233,True,True
PRV2895,USR9668,False,True
PRV2896,USR7096,False,True
PRV2897,USR9265,True,False
PRV2898,USR4345,True,True
PRV2899,USR2970,False,True
PRV2900,USR2515,False,False
PRV2901,USR3159,False,True
PRV2902,USR7074,False,True
PRV2903,USR7254,True,True
PRV2904,USR8970,True,True
PRV2905,USR6343,False,False
PRV2906,USR6964,False,True
PRV2907,USR4112,False,False
PRV2908,USR8703,False,False
PRV2909,USR5039,True,True
PRV2910,USR2789,False,False
PRV2911,USR4587,True,False
PRV2912,USR8831,False,True
PRV2913,USR1120,True,False
PRV2914,USR7647,False,False
PRV2915,USR278,True,False
PRV2916,USR8763,True,True
PRV2917,USR5520,False,True
PRV2918,USR1772,False,False
PRV2919,USR2801,False,False
PRV2920,USR7873,True,False
PRV2921,USR8017,False,True
PRV2922,USR6898,False,False
PRV2923,USR2097,True,False
PRV2924,USR203,False,True
PRV2925,USR7774,False,True
PRV2926,USR305,False,False
PRV2927,USR9520,True,False
PRV2928,USR6147,False,False
PRV2929,USR5840,False,True
PRV2930,USR2245,False,True
PRV2931,USR9015,True,True
PRV2932,USR6813,True,False
PRV2933,USR8810,True,False
PRV2934,USR4153,True,True
PRV2935,USR4896,False,False
PRV2936,USR6371,True,False
PRV2937,USR1624,True,True
PRV2938,USR9838,True,False
PRV2939,USR2826,True,False
PRV2940,USR7279,True,True
PRV2941,USR39,True,False
PRV2942,USR2465,False,False
PRV2943,USR998,False,True
PRV2944,USR2063,True,False
PRV2945,USR1918,False,False
PRV2946,USR1803,False,True
PRV2947,USR686,True,False
PRV2948,USR281,True,False
PRV2949,USR4223,False,False
PRV2950,USR8137,False,False
PRV2951,USR7623,True,True
PRV2952,USR5642,True,True
PRV2953,USR2102,True,True
PRV2954,USR1410,False,True
PRV2955,USR5818,True,True
PRV2956,USR2959,True,False
PRV2957,USR864,True,True
PRV2958,USR1633,True,False
PRV2959,USR3739,True,False
PRV2960,USR399,False,False
PRV2961,USR8135,True,True
PRV2962,USR9958,True,False
PRV2963,USR7024,False,True
PRV2964,USR4826,True,True
PRV2965,USR1214,False,False
PRV2966,USR887,True,True
PRV2967,USR7676,True,False
PRV2968,USR4956,True,True
PRV2969,USR6183,False,False
PRV2970,USR7920,True,True
PRV2971,USR6445,False,True
PRV2972,USR3566,False,True
PRV2973,USR264,True,True
PRV2974,USR2617,True,False
PRV2975,USR1447,True,True
PRV2976,USR8196,True,True
PRV2977,USR4636,True,False
PRV2978,USR5321,False,True
PRV2979,USR5114,False,True
PRV2980,USR7760,True,False
PRV2981,USR3483,True,False
PRV2982,USR1097,False,True
PRV2983,USR2922,False,True
PRV2984,USR8322,True,True
PRV2985,USR340,True,False
PRV2986,USR3414,True,False
PRV2987,USR9968,True,True
PRV2988,USR4630,True,False
PRV2989,USR4153,True,True
PRV2990,USR3254,True,True
PRV2991,USR5890,True,False
PRV2992,USR6275,False,False
PRV2993,USR9536,True,True
PRV2994,USR5064,False,False
PRV2995,USR2905,True,True
PRV2996,USR616,False,False
PRV2997,USR4142,True,True
PRV2998,USR2554,True,True
PRV2999,USR145,False,False
PRV3000,USR2491,True,True
PRV3001,USR6097,False,True
PRV3002,USR4125,True,True
PRV3003,USR2322,False,True
PRV3004,USR6513,False,False
PRV3005,USR1134,True,True
PRV3006,USR4108,True,False
PRV3007,USR1699,True,True
PRV3008,USR691,False,False
PRV3009,USR6531,False,False
PRV3010,USR1086,False,True
PRV3011,USR3951,True,False
PRV3012,USR8194,False,True
PRV3013,USR1053,False,True
PRV3014,USR1284,True,False
PRV3015,USR182,False,True
PRV3016,USR2830,True,True
PRV3017,USR8330,True,True
PRV3018,USR108,True,False
PRV3019,USR2038,False,False
PRV3020,USR3223,True,True
PRV3021,USR7100,True,False
PRV3022,USR3879,False,False
PRV3023,USR3259,True,False
PRV3024,USR2878,False,True
PRV3025,USR1925,False,False
PRV3026,USR960,True,True
PRV3027,USR4631,True,True
PRV3028,USR3562,False,True
PRV3029,USR366,True,True
PRV3030,USR8425,True,True
PRV3031,USR102,True,True
PRV3032,USR3728,True,False
PRV3033,USR7510,True,False
PRV3034,USR7093,False,False
PRV3035,USR9345,False,False
PRV3036,USR8265,False,False
PRV3037,USR6003,False,True
PRV3038,USR8802,False,False
PRV3039,USR5496,True,False
PRV3040,USR2010,True,False
PRV3041,USR9952,False,True
PRV3042,USR5759,True,False
